312.021, 129.490, 3.511,  3.620 False
311.903, 129.490, 3.545,  3.653 False
311.784, 129.490, 3.578,  3.686 False
311.664, 129.490, 3.612,  3.719 False
311.542, 129.490, 3.645,  3.752 False
311.420, 129.490, 3.679,  3.785 False
311.297, 129.490, 3.711,  3.818 False
311.172, 129.490, 3.746,  3.851 False
311.046, 129.490, 3.778,  3.884 False
310.920, 129.490, 3.812,  3.917 False
310.792, 129.490, 3.845,  3.950 False
310.663, 129.490, 3.879,  3.983 False
310.533, 129.490, 3.910,  4.016 False
310.401, 129.490, 3.944,  4.049 False
310.269, 129.490, 3.975,  4.082 False
310.136, 129.490, 4.009,  4.115 False
310.001, 129.490, 4.040,  4.148 False
309.866, 129.490, 4.072,  4.181 False
309.730, 129.490, 4.103,  4.214 False
309.592, 129.490, 4.136,  4.247 False
309.453, 129.490, 4.166,  4.280 False
309.314, 129.490, 4.198,  4.313 False
309.173, 129.490, 4.229,  4.346 False
309.031, 129.489, 4.261,  4.379 False
308.888, 129.489, 4.292,  4.412 False
308.745, 129.489, 4.324,  4.445 False
308.600, 129.489, 4.355,  4.478 False
308.454, 129.489, 4.387,  4.511 False
308.307, 129.489, 4.418,  4.544 False
308.159, 129.489, 4.450,  4.577 False
308.009, 129.489, 4.480,  4.610 False
307.859, 129.489, 4.513,  4.643 False
307.708, 129.489, 4.543,  4.676 False
307.556, 129.489, 4.575,  4.709 False
307.403, 129.489, 4.605,  4.742 False
307.248, 129.489, 4.637,  4.775 False
307.093, 129.489, 4.667,  4.808 False
306.937, 129.489, 4.699,  4.841 False
306.779, 129.489, 4.730,  4.874 False
306.621, 129.489, 4.761,  4.907 False
306.461, 129.489, 4.791,  4.940 False
306.301, 129.489, 4.823,  4.973 False
306.139, 129.489, 4.853,  5.006 False
305.977, 129.489, 4.885,  5.039 False
305.813, 129.489, 4.915,  5.072 False
305.648, 129.489, 4.947,  5.105 False
305.483, 129.489, 4.977,  5.138 False
305.316, 129.489, 5.009,  5.171 False
305.148, 129.489, 5.038,  5.204 False
304.980, 129.489, 5.071,  5.237 False
304.810, 129.489, 5.100,  5.270 False
304.639, 129.489, 5.133,  5.303 False
304.467, 129.489, 5.163,  5.336 False
304.294, 129.490, 5.195,  5.369 False
304.121, 129.490, 5.220,  5.402 False
303.946, 129.490, 5.242,  5.435 False
303.771, 129.491, 5.245,  5.468 False
303.597, 129.491, 5.243,  5.501 False
303.422, 129.493, 5.245,  5.534 False
303.247, 129.496, 5.258,  5.567 False
303.071, 129.499, 5.278,  5.600 False
302.895, 129.502, 5.308,  5.633 False
302.717, 129.505, 5.344,  5.666 False
302.538, 129.508, 5.386,  5.699 False
302.357, 129.511, 5.429,  5.732 False
302.174, 129.514, 5.475,  5.765 False
301.991, 129.517, 5.518,  5.798 False
301.806, 129.521, 5.561,  5.831 False
301.619, 129.525, 5.602,  5.864 False
301.431, 129.530, 5.643,  5.897 False
301.242, 129.534, 5.679,  5.930 False
301.052, 129.539, 5.717,  5.963 False
300.860, 129.546, 5.750,  5.996 False
300.668, 129.553, 5.787,  6.029 False
300.474, 129.559, 5.821,  6.062 False
300.279, 129.566, 5.857,  6.095 False
300.083, 129.572, 5.890,  6.128 False
299.886, 129.579, 5.925,  6.161 False
299.688, 129.586, 5.958,  6.194 False
299.489, 129.593, 5.992,  6.227 False
299.288, 129.600, 6.024,  6.260 False
299.087, 129.607, 6.058,  6.293 False
298.884, 129.615, 6.089,  6.326 False
298.680, 129.622, 6.123,  6.359 False
298.475, 129.630, 6.155,  6.392 False
298.270, 129.638, 6.189,  6.425 False
298.063, 129.646, 6.220,  6.458 False
297.855, 129.655, 6.253,  6.491 False
297.646, 129.665, 6.284,  6.524 False
297.435, 129.674, 6.318,  6.557 False
297.224, 129.685, 6.347,  6.590 False
297.012, 129.696, 6.381,  6.623 False
296.799, 129.708, 6.411,  6.656 False
296.585, 129.720, 6.444,  6.689 False
296.369, 129.733, 6.474,  6.722 False
296.153, 129.747, 6.508,  6.755 False
295.936, 129.761, 6.537,  6.788 False
295.717, 129.776, 6.571,  6.821 False
295.498, 129.791, 6.600,  6.854 False
295.278, 129.807, 6.633,  6.887 False
295.056, 129.822, 6.663,  6.920 False
294.834, 129.837, 6.696,  6.953 False
294.611, 129.854, 6.723,  6.986 False
294.386, 129.872, 6.755,  7.019 False
294.161, 129.889, 6.783,  7.052 False
293.935, 129.906, 6.815,  7.085 False
293.708, 129.924, 6.842,  7.118 False
293.480, 129.942, 6.874,  7.151 False
293.250, 129.961, 6.901,  7.184 False
293.020, 129.980, 6.932,  7.217 False
292.790, 130.001, 6.959,  7.250 False
292.558, 130.022, 6.990,  7.283 False
292.325, 130.043, 7.018,  7.316 False
292.091, 130.064, 7.050,  7.349 False
291.856, 130.086, 7.078,  7.382 False
291.621, 130.109, 7.109,  7.415 False
291.384, 130.131, 7.137,  7.448 False
291.146, 130.152, 7.168,  7.481 False
290.908, 130.173, 7.196,  7.514 False
290.668, 130.194, 7.228,  7.547 False
290.427, 130.215, 7.255,  7.580 False
290.185, 130.236, 7.287,  7.613 False
289.943, 130.258, 7.314,  7.646 False
289.699, 130.279, 7.345,  7.679 False
289.454, 130.300, 7.373,  7.712 False
289.209, 130.321, 7.403,  7.745 False
288.962, 130.342, 7.431,  7.778 False
288.715, 130.363, 7.461,  7.811 False
288.466, 130.384, 7.489,  7.844 False
288.217, 130.405, 7.519,  7.877 False
287.966, 130.425, 7.546,  7.910 False
287.715, 130.446, 7.577,  7.943 False
287.462, 130.467, 7.604,  7.976 False
287.209, 130.487, 7.634,  8.009 False
286.954, 130.507, 7.661,  8.042 False
286.699, 130.528, 7.692,  8.075 False
286.443, 130.548, 7.719,  8.108 False
286.185, 130.568, 7.750,  8.141 False
285.927, 130.588, 7.778,  8.174 False
285.668, 130.608, 7.809,  8.207 False
285.408, 130.628, 7.836,  8.240 False
285.147, 130.648, 7.867,  8.273 False
284.884, 130.667, 7.895,  8.306 False
284.621, 130.685, 7.925,  8.339 False
284.357, 130.703, 7.952,  8.372 False
284.091, 130.720, 7.984,  8.405 False
283.825, 130.736, 8.010,  8.438 False
283.558, 130.750, 8.041,  8.471 False
283.289, 130.765, 8.070,  8.504 False
283.020, 130.778, 8.101,  8.537 False
282.749, 130.790, 8.129,  8.570 False
282.478, 130.801, 8.161,  8.603 False
282.205, 130.811, 8.189,  8.636 False
281.932, 130.820, 8.221,  8.669 False
281.657, 130.830, 8.249,  8.702 False
281.382, 130.840, 8.273,  8.735 False
281.106, 130.849, 8.292,  8.768 False
280.829, 130.858, 8.309,  8.801 False
280.552, 130.868, 8.323,  8.834 False
280.275, 130.875, 8.334,  8.867 False
279.997, 130.884, 8.344,  8.900 False
279.719, 130.891, 8.353,  8.933 False
279.441, 130.898, 8.360,  8.966 False
279.162, 130.904, 8.366,  8.999 False
278.883, 130.909, 8.372,  9.032 False
278.604, 130.915, 8.377,  9.065 False
278.325, 130.920, 8.381,  9.098 False
278.046, 130.925, 8.385,  9.131 False
277.766, 130.930, 8.388,  9.164 False
277.487, 130.934, 8.391,  9.197 False
277.207, 130.938, 8.393,  9.230 False
276.927, 130.941, 8.395,  9.263 False
276.648, 130.944, 8.396,  9.296 False
276.368, 130.947, 8.398,  9.329 False
276.088, 130.949, 8.398,  9.362 False
275.808, 130.950, 8.399,  9.395 False
275.528, 130.952, 8.400,  9.428 False
275.248, 130.953, 8.400,  9.461 False
274.968, 130.954, 8.401,  9.494 False
274.688, 130.955, 8.401,  9.527 False
274.408, 130.955, 8.400,  9.560 False
274.128, 130.955, 8.400,  9.593 False
273.848, 130.955, 8.400,  9.626 False
273.568, 130.954, 8.400,  9.659 False
273.288, 130.954, 8.399,  9.692 False
273.008, 130.952, 8.398,  9.725 False
272.728, 130.950, 8.398,  9.758 False
272.449, 130.949, 8.397,  9.791 False
272.169, 130.947, 8.397,  9.824 False
271.889, 130.945, 8.396,  9.857 False
271.609, 130.943, 8.395,  9.890 False
271.329, 130.940, 8.394,  9.923 False
271.050, 130.937, 8.393,  9.956 False
270.770, 130.934, 8.392,  9.989 False
270.490, 130.930, 8.391, 10.022 False
270.210, 130.927, 8.390, 10.055 False
269.931, 130.923, 8.389, 10.088 False
269.651, 130.919, 8.388, 10.121 False
269.372, 130.914, 8.387, 10.154 False
269.092, 130.910, 8.386, 10.187 False
268.813, 130.905, 8.385, 10.220 False
268.533, 130.900, 8.384, 10.253 False
268.254, 130.895, 8.383, 10.286 False
267.975, 130.889, 8.383, 10.319 False
267.695, 130.884, 8.382, 10.352 False
267.416, 130.878, 8.381, 10.385 False
267.137, 130.872, 8.380, 10.418 False
266.857, 130.866, 8.379, 10.451 False
266.578, 130.860, 8.378, 10.484 False
266.299, 130.853, 8.377, 10.517 False
266.020, 130.847, 8.376, 10.550 False
265.741, 130.840, 8.375, 10.583 False
265.462, 130.833, 8.374, 10.616 False
265.183, 130.826, 8.373, 10.649 False
264.904, 130.819, 8.372, 10.682 False
264.625, 130.812, 8.371, 10.715 False
264.346, 130.804, 8.370, 10.748 False
264.067, 130.797, 8.370, 10.781 False
263.788, 130.788, 8.368, 10.814 False
263.509, 130.780, 8.368, 10.847 False
263.231, 130.771, 8.367, 10.880 False
262.952, 130.763, 8.366, 10.913 False
262.673, 130.754, 8.366, 10.946 False
262.395, 130.746, 8.365, 10.979 False
262.116, 130.737, 8.364, 11.012 False
261.837, 130.728, 8.363, 11.045 False
261.559, 130.719, 8.363, 11.078 False
261.280, 130.710, 8.362, 11.111 False
261.001, 130.700, 8.361, 11.144 False
260.723, 130.690, 8.360, 11.177 False
260.444, 130.680, 8.360, 11.210 False
260.166, 130.670, 8.359, 11.243 False
259.888, 130.660, 8.359, 11.276 False
259.609, 130.650, 8.358, 11.309 False
259.331, 130.640, 8.357, 11.342 False
259.052, 130.630, 8.357, 11.375 False
258.774, 130.619, 8.356, 11.408 False
258.496, 130.609, 8.356, 11.441 False
258.217, 130.599, 8.355, 11.474 False
257.939, 130.588, 8.355, 11.507 False
257.661, 130.577, 8.354, 11.540 False
257.383, 130.566, 8.354, 11.573 False
257.104, 130.555, 8.353, 11.606 False
256.826, 130.544, 8.353, 11.639 False
256.548, 130.533, 8.352, 11.672 False
256.270, 130.522, 8.352, 11.705 False
255.992, 130.511, 8.351, 11.738 False
255.714, 130.500, 8.351, 11.771 False
255.435, 130.489, 8.350, 11.804 False
255.157, 130.477, 8.350, 11.837 False
254.879, 130.466, 8.349, 11.870 False
254.601, 130.454, 8.349, 11.903 False
254.323, 130.442, 8.349, 11.936 False
254.045, 130.430, 8.348, 11.969 False
253.767, 130.418, 8.348, 12.002 False
253.489, 130.407, 8.347, 12.035 False
253.211, 130.395, 8.347, 12.068 False
252.933, 130.383, 8.347, 12.101 False
252.655, 130.371, 8.346, 12.134 False
252.377, 130.359, 8.346, 12.167 False
252.099, 130.347, 8.346, 12.200 False
251.821, 130.335, 8.345, 12.233 False
251.543, 130.323, 8.345, 12.266 False
251.266, 130.311, 8.345, 12.299 False
250.988, 130.298, 8.345, 12.332 False
250.710, 130.286, 8.344, 12.365 False
250.432, 130.274, 8.344, 12.398 False
250.154, 130.262, 8.344, 12.431 False
249.876, 130.250, 8.343, 12.464 False
249.598, 130.237, 8.343, 12.497 False
249.321, 130.225, 8.343, 12.530 False
249.043, 130.213, 8.343, 12.563 False
248.765, 130.201, 8.342, 12.596 False
248.487, 130.188, 8.342, 12.629 False
248.209, 130.175, 8.342, 12.662 False
247.932, 130.163, 8.342, 12.695 False
247.654, 130.150, 8.341, 12.728 False
247.376, 130.138, 8.341, 12.761 False
247.098, 130.126, 8.341, 12.794 False
246.821, 130.113, 8.341, 12.827 False
246.543, 130.101, 8.341, 12.860 False
246.265, 130.088, 8.341, 12.893 False
245.987, 130.076, 8.340, 12.926 False
245.710, 130.063, 8.340, 12.959 False
245.432, 130.051, 8.340, 12.992 False
245.154, 130.039, 8.340, 13.025 False
244.876, 130.026, 8.340, 13.058 False
244.599, 130.014, 8.339, 13.091 False
244.321, 130.002, 8.339, 13.124 False
244.043, 129.990, 8.339, 13.157 False
243.766, 129.977, 8.339, 13.190 False
243.488, 129.965, 8.339, 13.223 False
243.210, 129.953, 8.339, 13.256 False
242.932, 129.941, 8.339, 13.289 False
242.655, 129.929, 8.338, 13.322 False
242.377, 129.917, 8.338, 13.355 False
242.099, 129.905, 8.338, 13.388 False
241.822, 129.893, 8.338, 13.421 False
241.544, 129.881, 8.338, 13.454 False
241.266, 129.869, 8.338, 13.487 False
240.989, 129.858, 8.338, 13.520 False
240.711, 129.846, 8.338, 13.553 False
240.433, 129.834, 8.337, 13.586 False
240.156, 129.823, 8.337, 13.619 False
239.878, 129.811, 8.337, 13.652 False
239.600, 129.799, 8.337, 13.685 False
239.323, 129.788, 8.337, 13.718 False
239.045, 129.777, 8.337, 13.751 False
238.767, 129.765, 8.337, 13.784 False
238.490, 129.754, 8.337, 13.817 False
238.212, 129.743, 8.337, 13.850 False
237.934, 129.732, 8.336, 13.883 False
237.657, 129.720, 8.336, 13.916 False
237.379, 129.709, 8.336, 13.949 False
237.102, 129.698, 8.336, 13.982 False
236.824, 129.688, 8.336, 14.015 False
236.546, 129.677, 8.336, 14.048 False
236.269, 129.666, 8.336, 14.081 False
235.991, 129.655, 8.336, 14.114 False
235.713, 129.645, 8.336, 14.147 False
235.436, 129.634, 8.336, 14.180 False
235.158, 129.624, 8.336, 14.213 False
234.880, 129.614, 8.335, 14.246 False
234.603, 129.604, 8.335, 14.279 False
234.325, 129.594, 8.335, 14.312 False
234.047, 129.584, 8.335, 14.345 False
233.770, 129.574, 8.335, 14.378 False
233.492, 129.564, 8.335, 14.411 False
233.214, 129.554, 8.335, 14.444 False
232.937, 129.545, 8.335, 14.477 False
232.659, 129.535, 8.335, 14.510 False
232.381, 129.526, 8.335, 14.543 False
232.104, 129.516, 8.335, 14.576 False
231.826, 129.507, 8.335, 14.609 False
231.548, 129.498, 8.335, 14.642 False
231.271, 129.489, 8.335, 14.675 False
230.993, 129.480, 8.335, 14.708 False
230.715, 129.471, 8.335, 14.741 False
230.437, 129.463, 8.335, 14.774 False
230.160, 129.454, 8.335, 14.807 False
229.882, 129.446, 8.335, 14.840 False
229.604, 129.437, 8.335, 14.873 False
229.327, 129.429, 8.335, 14.906 False
229.049, 129.421, 8.335, 14.939 False
228.771, 129.413, 8.335, 14.972 False
228.494, 129.405, 8.334, 15.005 False
228.216, 129.397, 8.334, 15.038 False
227.938, 129.390, 8.334, 15.071 False
227.660, 129.382, 8.334, 15.104 False
227.383, 129.375, 8.334, 15.137 False
227.105, 129.367, 8.334, 15.170 False
226.827, 129.360, 8.334, 15.203 False
226.550, 129.352, 8.334, 15.236 False
226.272, 129.345, 8.334, 15.269 False
225.994, 129.338, 8.334, 15.302 False
225.716, 129.331, 8.334, 15.335 False
225.439, 129.324, 8.334, 15.368 False
225.161, 129.318, 8.334, 15.401 False
224.883, 129.311, 8.334, 15.434 False
224.605, 129.304, 8.334, 15.467 False
224.328, 129.298, 8.334, 15.500 False
224.050, 129.292, 8.334, 15.533 False
223.772, 129.286, 8.334, 15.566 False
223.495, 129.280, 8.334, 15.599 False
223.217, 129.274, 8.334, 15.632 False
222.939, 129.268, 8.334, 15.665 False
222.661, 129.262, 8.334, 15.698 False
222.384, 129.257, 8.334, 15.731 False
222.106, 129.251, 8.334, 15.764 False
221.828, 129.246, 8.334, 15.797 False
221.550, 129.240, 8.334, 15.830 False
221.273, 129.235, 8.334, 15.863 False
220.995, 129.230, 8.334, 15.896 False
220.717, 129.224, 8.334, 15.929 False
220.439, 129.219, 8.334, 15.962 False
220.162, 129.214, 8.334, 15.995 False
219.884, 129.210, 8.334, 16.028 False
219.606, 129.205, 8.334, 16.061 False
219.328, 129.201, 8.333, 16.094 False
219.051, 129.197, 8.333, 16.127 False
218.773, 129.192, 8.334, 16.160 False
218.495, 129.188, 8.334, 16.193 False
218.217, 129.184, 8.334, 16.226 False
217.940, 129.180, 8.334, 16.259 False
217.662, 129.176, 8.334, 16.292 False
217.384, 129.172, 8.334, 16.325 False
217.106, 129.168, 8.334, 16.358 False
216.829, 129.164, 8.334, 16.391 False
216.551, 129.161, 8.334, 16.424 False
216.273, 129.157, 8.334, 16.457 False
215.995, 129.154, 8.333, 16.490 False
215.718, 129.151, 8.333, 16.523 False
215.440, 129.147, 8.333, 16.556 False
215.162, 129.144, 8.333, 16.589 False
214.884, 129.141, 8.333, 16.622 False
214.606, 129.138, 8.333, 16.655 False
214.329, 129.135, 8.333, 16.688 False
214.051, 129.132, 8.333, 16.721 False
213.773, 129.129, 8.333, 16.754 False
213.495, 129.127, 8.333, 16.787 False
213.218, 129.124, 8.333, 16.820 False
212.940, 129.122, 8.333, 16.853 False
212.662, 129.119, 8.333, 16.886 False
212.384, 129.117, 8.333, 16.919 False
212.106, 129.115, 8.333, 16.952 False
211.829, 129.112, 8.333, 16.985 False
211.551, 129.110, 8.333, 17.018 False
211.273, 129.108, 8.333, 17.051 False
210.995, 129.106, 8.333, 17.084 False
210.718, 129.105, 8.333, 17.117 False
210.440, 129.104, 8.333, 17.150 False
210.162, 129.102, 8.333, 17.183 False
209.884, 129.100, 8.333, 17.216 False
209.606, 129.099, 8.333, 17.249 False
209.329, 129.098, 8.333, 17.282 False
209.051, 129.097, 8.333, 17.315 False
208.773, 129.096, 8.333, 17.348 False
208.495, 129.095, 8.333, 17.381 False
208.218, 129.094, 8.333, 17.414 False
207.940, 129.093, 8.333, 17.447 False
207.662, 129.092, 8.333, 17.480 False
207.384, 129.091, 8.333, 17.513 False
207.106, 129.090, 8.333, 17.546 False
206.829, 129.090, 8.333, 17.579 False
206.551, 129.089, 8.333, 17.612 False
206.273, 129.089, 8.333, 17.645 False
205.995, 129.088, 8.333, 17.678 False
205.718, 129.088, 8.333, 17.711 False
205.440, 129.088, 8.333, 17.744 False
205.162, 129.088, 8.333, 17.777 False
204.884, 129.087, 8.333, 17.810 False
204.607, 129.087, 8.333, 17.843 False
204.329, 129.087, 8.333, 17.876 False
204.051, 129.087, 8.333, 17.909 False
203.773, 129.088, 8.333, 17.942 False
203.495, 129.088, 8.333, 17.975 False
203.218, 129.088, 8.333, 18.008 False
202.940, 129.089, 8.333, 18.041 False
202.662, 129.089, 8.333, 18.074 False
202.384, 129.089, 8.333, 18.107 False
202.107, 129.090, 8.333, 18.140 False
201.829, 129.090, 8.333, 18.173 False
201.551, 129.091, 8.333, 18.206 False
201.273, 129.092, 8.333, 18.239 False
200.995, 129.092, 8.333, 18.272 False
200.718, 129.093, 8.333, 18.305 False
200.440, 129.094, 8.333, 18.338 False
200.162, 129.095, 8.333, 18.371 False
199.884, 129.096, 8.333, 18.404 False
199.607, 129.097, 8.333, 18.437 False
199.329, 129.098, 8.333, 18.470 False
199.051, 129.099, 8.333, 18.503 False
198.773, 129.101, 8.333, 18.536 False
198.495, 129.102, 8.333, 18.569 False
198.218, 129.103, 8.333, 18.602 False
197.940, 129.105, 8.333, 18.635 False
197.662, 129.106, 8.333, 18.668 False
197.384, 129.107, 8.333, 18.701 False
197.107, 129.109, 8.333, 18.734 False
196.829, 129.111, 8.333, 18.767 False
196.551, 129.112, 8.333, 18.800 False
196.273, 129.114, 8.333, 18.833 False
195.996, 129.116, 8.333, 18.866 False
195.718, 129.117, 8.333, 18.899 False
195.440, 129.119, 8.333, 18.932 False
195.162, 129.121, 8.333, 18.965 False
194.884, 129.123, 8.333, 18.998 False
194.607, 129.125, 8.333, 19.031 False
194.329, 129.127, 8.333, 19.064 False
194.051, 129.129, 8.333, 19.097 False
193.773, 129.131, 8.333, 19.130 False
193.496, 129.133, 8.333, 19.163 False
193.218, 129.135, 8.333, 19.196 False
192.940, 129.138, 8.333, 19.229 False
192.662, 129.140, 8.333, 19.262 False
192.384, 129.142, 8.333, 19.295 False
192.107, 129.144, 8.333, 19.328 False
191.829, 129.147, 8.333, 19.361 False
191.551, 129.149, 8.333, 19.394 False
191.273, 129.152, 8.333, 19.427 False
190.996, 129.154, 8.333, 19.460 False
190.718, 129.157, 8.333, 19.493 False
190.440, 129.159, 8.333, 19.526 False
190.162, 129.162, 8.333, 19.559 False
189.884, 129.164, 8.333, 19.592 False
189.607, 129.167, 8.333, 19.625 False
189.329, 129.170, 8.333, 19.658 False
189.051, 129.172, 8.333, 19.691 False
188.773, 129.175, 8.333, 19.724 False
188.496, 129.178, 8.333, 19.757 False
188.218, 129.181, 8.333, 19.790 False
187.940, 129.183, 8.333, 19.823 False
187.662, 129.186, 8.333, 19.856 False
187.385, 129.189, 8.333, 19.889 False
187.107, 129.192, 8.333, 19.922 False
186.829, 129.195, 8.333, 19.955 False
186.551, 129.198, 8.333, 19.988 False
186.274, 129.201, 8.333, 20.021 False
185.996, 129.204, 8.333, 20.054 False
185.718, 129.207, 8.333, 20.087 False
185.440, 129.210, 8.333, 20.120 False
185.163, 129.213, 8.333, 20.153 False
184.885, 129.216, 8.333, 20.186 False
184.607, 129.219, 8.333, 20.219 False
184.330, 129.222, 8.333, 20.252 False
184.052, 129.225, 8.333, 20.285 False
183.774, 129.228, 8.333, 20.318 False
183.496, 129.231, 8.333, 20.351 False
183.219, 129.234, 8.333, 20.384 False
182.941, 129.237, 8.333, 20.417 False
182.663, 129.241, 8.333, 20.450 False
182.385, 129.244, 8.333, 20.483 False
182.108, 129.247, 8.333, 20.516 False
181.830, 129.250, 8.333, 20.549 False
181.552, 129.253, 8.333, 20.582 False
181.274, 129.256, 8.333, 20.615 False
180.997, 129.260, 8.333, 20.648 False
180.719, 129.263, 8.333, 20.681 False
180.441, 129.266, 8.333, 20.714 False
180.163, 129.269, 8.333, 20.747 False
179.886, 129.273, 8.333, 20.780 False
179.608, 129.276, 8.333, 20.813 False
179.330, 129.279, 8.333, 20.846 False
179.053, 129.282, 8.333, 20.879 False
178.775, 129.286, 8.333, 20.912 False
178.497, 129.289, 8.333, 20.945 False
178.219, 129.292, 8.333, 20.978 False
177.942, 129.296, 8.333, 21.011 False
177.664, 129.299, 8.333, 21.044 False
177.386, 129.302, 8.333, 21.077 False
177.108, 129.305, 8.333, 21.110 False
176.831, 129.309, 8.333, 21.143 False
176.553, 129.312, 8.333, 21.176 False
176.275, 129.315, 8.333, 21.209 False
175.997, 129.318, 8.333, 21.242 False
175.720, 129.322, 8.333, 21.275 False
175.442, 129.324, 8.333, 21.308 False
175.164, 129.327, 8.333, 21.341 False
174.887, 129.330, 8.330, 21.374 False
174.609, 129.333, 8.310, 21.407 False
174.333, 129.336, 8.281, 21.440 False
174.059, 129.340, 8.228, 21.473 False
173.787, 129.343, 8.143, 21.506 False
173.519, 129.345, 8.034, 21.539 False
173.256, 129.348, 7.904, 21.572 False
172.997, 129.351, 7.760, 21.605 False
172.743, 129.354, 7.604, 21.638 False
172.495, 129.357, 7.440, 21.671 False
172.252, 129.359, 7.271, 21.704 False
172.015, 129.362, 7.095, 21.737 False
171.784, 129.364, 6.921, 21.770 False
171.558, 129.367, 6.749, 21.803 False
171.338, 129.369, 6.586, 21.836 False
171.123, 129.371, 6.430, 21.869 False
170.912, 129.374, 6.286, 21.902 False
170.706, 129.376, 6.152, 21.935 False
